,ind,path,state
0,4,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/3.csv,3
0,12,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/6.csv,1
0,27,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/6.csv,5
0,21,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/5.csv,2
0,28,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/6.csv,1
0,29,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/2.csv,3
0,33,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/1.csv,3
0,28,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/1.csv,5
0,27,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/6.csv,2
0,1,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/2.csv,2
0,14,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/5.csv,3
0,23,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/1.csv,1
0,36,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/3.csv,5
0,3,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/7.csv,2
0,10,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/4.csv,2
0,19,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/5.csv,1
0,35,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/2.csv,5
0,15,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/4.csv,4
0,25,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/1.csv,4
0,17,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/2.csv,1
0,4,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/7.csv,2
0,1,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/4.csv,2
0,21,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/3.csv,3
0,25,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/7.csv,2
0,20,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/3.csv,4
0,3,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/6.csv,2
0,19,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/3.csv,2
0,28,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/3.csv,3
0,12,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/6.csv,4
0,19,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/3.csv,4
0,35,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/1.csv,1
0,8,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/2.csv,5
0,31,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/2.csv,3
0,29,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/4.csv,1
0,20,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/2.csv,4
0,3,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/5.csv,3
0,28,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/3.csv,2
0,25,/home/roboto/Documents/GitHub/ICDeepLearning/Data/Dados_BCI_Combinados/3.csv,3
