subject,state,file
6469920170608,5,38.csv
2175820170609,3,98.csv
1869920170609,2,18.csv
2175820170609,4,191.csv
5575520170713,2,188.csv
1869920170609,3,69.csv
6469920170608,4,122.csv
6469920170608,2,54.csv
6469920170608,3,179.csv
5575520170713,5,85.csv
2175820170609,3,146.csv
5575520170713,5,73.csv
5575520170713,3,130.csv
6469920170608,3,170.csv
1869920170609,2,50.csv
0179520170504,2,184.csv
6469920170608,5,59.csv
6469920170608,2,123.csv
6469920170608,5,46.csv
5575520170711,4,32.csv
1869920170609,2,117.csv
6469920170608,2,179.csv
0179520170504,3,162.csv
6469920170608,1,60.csv
2175820170609,1,71.csv
2175820170609,3,97.csv
1869920170609,2,133.csv
6469920170608,5,4.csv
2175820170609,2,67.csv
1869920170609,5,70.csv
0179520170504,3,62.csv
0179520170504,1,192.csv
5575520170711,5,11.csv
1869920170609,4,134.csv
2175820170609,1,12.csv
5575520170713,2,192.csv
0179520170504,3,121.csv
1869920170609,4,99.csv
6469920170608,1,95.csv
6469920170608,3,20.csv
1869920170609,5,155.csv
2175820170609,4,80.csv
1869920170609,4,194.csv
5575520170713,3,21.csv
0179520170504,1,198.csv
5575520170713,3,50.csv
5575520170713,3,73.csv
2175820170609,3,147.csv
5575520170711,4,142.csv
5575520170711,3,208.csv
6469920170608,5,191.csv
0179520170504,4,161.csv
1869920170609,4,60.csv
1869920170609,3,24.csv
6469920170608,5,68.csv
6469920170608,4,26.csv
1869920170609,2,124.csv
1869920170609,2,198.csv
0179520170504,4,118.csv
6469920170608,2,73.csv
0179520170504,1,91.csv
0179520170504,4,24.csv
0179520170504,5,29.csv
5575520170711,5,48.csv
1869920170609,1,181.csv
6469920170608,3,80.csv
6469920170608,4,96.csv
6469920170608,4,197.csv
5575520170713,2,100.csv
1869920170609,4,123.csv
6469920170608,4,202.csv
0179520170504,1,142.csv
0179520170504,4,107.csv
6469920170608,1,160.csv
0179520170504,1,160.csv
2175820170609,2,71.csv
6469920170608,5,35.csv
1869920170609,2,10.csv
5575520170711,5,7.csv
0179520170504,4,60.csv
6469920170608,2,170.csv
2175820170609,4,166.csv
2175820170609,5,112.csv
1869920170609,2,46.csv
2175820170609,2,133.csv
6469920170608,4,149.csv
1869920170609,1,192.csv
5575520170713,5,7.csv
1869920170609,4,122.csv
1869920170609,2,131.csv
6469920170608,2,207.csv
6469920170608,1,7.csv
2175820170609,1,32.csv
5575520170713,3,195.csv
6469920170608,2,84.csv
5575520170711,4,202.csv
2175820170609,5,115.csv
5575520170711,5,177.csv
6469920170608,4,123.csv
2175820170609,3,76.csv
0179520170504,3,92.csv
2175820170609,4,168.csv
2175820170609,5,120.csv
6469920170608,1,69.csv
1869920170609,2,99.csv
2175820170609,5,7.csv
0179520170504,4,65.csv
2175820170609,3,15.csv
2175820170609,1,96.csv
0179520170504,2,138.csv
0179520170504,2,134.csv
5575520170713,2,64.csv
0179520170504,3,69.csv
1869920170609,1,171.csv
1869920170609,3,117.csv
5575520170713,2,191.csv
2175820170609,2,78.csv
6469920170608,3,35.csv
6469920170608,2,144.csv
6469920170608,2,177.csv
0179520170504,2,55.csv
6469920170608,2,56.csv
2175820170609,2,109.csv
1869920170609,5,161.csv
0179520170504,5,200.csv
6469920170608,4,2.csv
2175820170609,1,138.csv
6469920170608,4,142.csv
2175820170609,1,199.csv
5575520170713,2,96.csv
5575520170713,5,116.csv
2175820170609,4,188.csv
1869920170609,2,136.csv
2175820170609,2,83.csv
2175820170609,4,164.csv
5575520170711,3,197.csv
0179520170504,2,31.csv
2175820170609,4,54.csv
6469920170608,2,89.csv
6469920170608,4,141.csv
0179520170504,5,156.csv
1869920170609,2,192.csv
2175820170609,1,180.csv
5575520170711,4,113.csv
2175820170609,1,80.csv
1869920170609,5,189.csv
2175820170609,1,201.csv
0179520170504,4,98.csv
1869920170609,5,20.csv
6469920170608,3,50.csv
5575520170711,3,126.csv
5575520170711,3,140.csv
5575520170713,3,34.csv
2175820170609,2,46.csv
1869920170609,2,187.csv
0179520170504,4,130.csv
2175820170609,3,4.csv
0179520170504,4,37.csv
2175820170609,1,189.csv
2175820170609,1,1.csv
5575520170711,3,155.csv
1869920170609,1,205.csv
6469920170608,3,194.csv
0179520170504,2,60.csv
5575520170713,5,68.csv
1869920170609,4,197.csv
5575520170711,4,77.csv
0179520170504,3,27.csv
2175820170609,3,45.csv
1869920170609,2,107.csv
1869920170609,1,204.csv
6469920170608,2,75.csv
5575520170711,3,37.csv
0179520170504,5,125.csv
2175820170609,3,160.csv
6469920170608,5,80.csv
2175820170609,3,94.csv
2175820170609,5,170.csv
2175820170609,5,169.csv
1869920170609,2,74.csv
2175820170609,3,128.csv
0179520170504,4,68.csv
5575520170713,3,56.csv
0179520170504,3,66.csv
5575520170711,3,59.csv
2175820170609,5,54.csv
5575520170713,2,128.csv
1869920170609,5,126.csv
2175820170609,4,162.csv
5575520170711,4,56.csv
1869920170609,4,182.csv
6469920170608,5,44.csv
5575520170711,4,152.csv
5575520170713,3,131.csv
5575520170711,5,57.csv
2175820170609,2,180.csv
0179520170504,4,142.csv
2175820170609,5,37.csv
0179520170504,1,50.csv
1869920170609,5,77.csv
6469920170608,2,124.csv
6469920170608,1,71.csv
5575520170711,4,85.csv
2175820170609,3,167.csv
6469920170608,2,48.csv
0179520170504,5,194.csv
2175820170609,1,173.csv
2175820170609,5,77.csv
6469920170608,2,159.csv
2175820170609,4,202.csv
6469920170608,2,202.csv
2175820170609,3,74.csv
0179520170504,4,12.csv
5575520170711,4,89.csv
6469920170608,5,146.csv
6469920170608,3,100.csv
6469920170608,4,94.csv
1869920170609,5,115.csv
2175820170609,5,24.csv
6469920170608,1,204.csv
0179520170504,2,3.csv
6469920170608,3,192.csv
1869920170609,5,6.csv
5575520170711,3,31.csv
0179520170504,3,70.csv
1869920170609,1,115.csv
1869920170609,2,56.csv
5575520170713,3,82.csv
2175820170609,2,131.csv
5575520170713,5,124.csv
2175820170609,1,161.csv
1869920170609,3,178.csv
6469920170608,5,25.csv
5575520170711,4,139.csv
1869920170609,3,186.csv
0179520170504,5,104.csv
2175820170609,5,84.csv
1869920170609,3,164.csv
0179520170504,1,19.csv
0179520170504,1,31.csv
6469920170608,5,156.csv
2175820170609,3,47.csv
1869920170609,5,107.csv
0179520170504,2,124.csv
2175820170609,4,186.csv
5575520170713,5,67.csv
6469920170608,3,27.csv
0179520170504,4,23.csv
5575520170713,5,141.csv
5575520170713,5,60.csv
5575520170713,5,206.csv
1869920170609,3,42.csv
0179520170504,3,179.csv
6469920170608,1,84.csv
0179520170504,3,141.csv
0179520170504,1,120.csv
1869920170609,2,167.csv
0179520170504,1,146.csv
6469920170608,4,88.csv
2175820170609,4,95.csv
5575520170711,3,2.csv
5575520170713,5,52.csv
1869920170609,2,139.csv
0179520170504,1,119.csv
2175820170609,3,132.csv
1869920170609,2,33.csv
5575520170711,3,82.csv
0179520170504,3,169.csv
6469920170608,3,84.csv
1869920170609,5,16.csv
5575520170713,3,109.csv
5575520170713,2,170.csv
1869920170609,4,102.csv
1869920170609,5,147.csv
5575520170713,2,69.csv
0179520170504,2,123.csv
1869920170609,3,37.csv
2175820170609,5,163.csv
2175820170609,1,115.csv
2175820170609,4,9.csv
1869920170609,1,3.csv
1869920170609,3,56.csv
5575520170711,5,47.csv
2175820170609,4,73.csv
2175820170609,4,64.csv
0179520170504,1,52.csv
5575520170711,3,94.csv
5575520170711,4,130.csv
1869920170609,4,20.csv
6469920170608,5,209.csv
6469920170608,5,29.csv
5575520170711,3,22.csv
5575520170711,5,88.csv
1869920170609,3,23.csv
6469920170608,2,180.csv
2175820170609,4,58.csv
1869920170609,2,210.csv
2175820170609,5,143.csv
6469920170608,3,119.csv
6469920170608,1,175.csv
0179520170504,4,124.csv
2175820170609,1,105.csv
5575520170711,4,69.csv
6469920170608,4,22.csv
2175820170609,1,165.csv
6469920170608,2,43.csv
5575520170713,5,182.csv
0179520170504,4,160.csv
1869920170609,1,104.csv
5575520170713,5,186.csv
6469920170608,5,49.csv
2175820170609,1,178.csv
6469920170608,2,96.csv
5575520170711,5,132.csv
0179520170504,1,172.csv
1869920170609,3,27.csv
0179520170504,1,90.csv
1869920170609,2,168.csv
2175820170609,4,111.csv
1869920170609,1,102.csv
5575520170713,5,173.csv
6469920170608,1,181.csv
5575520170713,3,16.csv
0179520170504,2,90.csv
0179520170504,4,206.csv
0179520170504,4,179.csv
0179520170504,1,33.csv
6469920170608,3,75.csv
5575520170711,3,80.csv
1869920170609,1,24.csv
0179520170504,3,96.csv
0179520170504,5,208.csv
5575520170711,4,61.csv
2175820170609,2,177.csv
0179520170504,4,82.csv
5575520170711,5,35.csv
0179520170504,3,146.csv
1869920170609,4,169.csv
0179520170504,3,33.csv
5575520170713,3,149.csv
1869920170609,5,149.csv
2175820170609,1,122.csv
1869920170609,5,186.csv
5575520170711,3,66.csv
1869920170609,3,92.csv
6469920170608,4,18.csv
1869920170609,4,110.csv
0179520170504,2,209.csv
5575520170711,4,209.csv
6469920170608,1,97.csv
6469920170608,2,82.csv
5575520170711,5,120.csv
5575520170713,2,101.csv
1869920170609,3,90.csv
1869920170609,2,85.csv
2175820170609,5,104.csv
2175820170609,3,52.csv
0179520170504,2,176.csv
1869920170609,3,167.csv
2175820170609,4,47.csv
6469920170608,1,49.csv
6469920170608,3,122.csv
1869920170609,5,92.csv
5575520170711,3,63.csv
5575520170713,5,143.csv
1869920170609,3,154.csv
5575520170713,3,139.csv
6469920170608,1,172.csv
6469920170608,5,108.csv
1869920170609,3,36.csv
5575520170711,5,99.csv
0179520170504,4,145.csv
1869920170609,3,209.csv
2175820170609,1,177.csv
2175820170609,4,209.csv
1869920170609,2,154.csv
2175820170609,4,205.csv
0179520170504,5,101.csv
2175820170609,1,196.csv
1869920170609,5,64.csv
1869920170609,1,90.csv
0179520170504,3,192.csv
6469920170608,3,102.csv
0179520170504,2,200.csv
2175820170609,3,120.csv
6469920170608,1,89.csv
2175820170609,5,26.csv
6469920170608,4,126.csv
0179520170504,1,195.csv
1869920170609,3,55.csv
6469920170608,3,176.csv
2175820170609,3,89.csv
2175820170609,4,87.csv
6469920170608,3,123.csv
2175820170609,5,210.csv
6469920170608,5,110.csv
5575520170711,3,81.csv
1869920170609,2,5.csv
5575520170713,3,76.csv
5575520170713,5,169.csv
5575520170711,3,86.csv
1869920170609,2,14.csv
2175820170609,3,183.csv
0179520170504,2,96.csv
1869920170609,2,53.csv
6469920170608,5,192.csv
2175820170609,2,10.csv
1869920170609,1,191.csv
1869920170609,1,33.csv
6469920170608,5,114.csv
6469920170608,3,99.csv
0179520170504,3,135.csv
6469920170608,1,127.csv
1869920170609,1,186.csv
0179520170504,3,130.csv
5575520170713,2,40.csv
2175820170609,1,67.csv
0179520170504,3,102.csv
1869920170609,1,201.csv
2175820170609,5,113.csv
6469920170608,2,160.csv
5575520170711,5,13.csv
2175820170609,3,162.csv
5575520170711,5,136.csv
1869920170609,4,160.csv
2175820170609,1,4.csv
1869920170609,5,206.csv
2175820170609,3,61.csv
1869920170609,2,54.csv
0179520170504,1,84.csv
2175820170609,5,191.csv
1869920170609,2,58.csv
5575520170713,5,82.csv
2175820170609,4,103.csv
5575520170711,3,115.csv
2175820170609,5,55.csv
6469920170608,5,193.csv
6469920170608,1,58.csv
6469920170608,4,39.csv
2175820170609,3,38.csv
5575520170713,3,31.csv
2175820170609,1,174.csv
2175820170609,4,194.csv
1869920170609,5,59.csv
1869920170609,4,145.csv
0179520170504,1,81.csv
6469920170608,4,101.csv
5575520170713,3,66.csv
6469920170608,1,11.csv
6469920170608,1,99.csv
0179520170504,2,9.csv
6469920170608,2,153.csv
6469920170608,2,29.csv
5575520170713,5,58.csv
5575520170713,2,127.csv
0179520170504,5,12.csv
1869920170609,4,48.csv
5575520170711,4,160.csv
6469920170608,3,117.csv
1869920170609,2,72.csv
1869920170609,3,203.csv
2175820170609,1,39.csv
5575520170713,2,99.csv
6469920170608,2,140.csv
2175820170609,1,195.csv
2175820170609,1,28.csv
0179520170504,3,32.csv
5575520170713,2,165.csv
5575520170711,3,111.csv
1869920170609,2,84.csv
0179520170504,1,209.csv
1869920170609,1,49.csv
5575520170713,3,20.csv
0179520170504,5,114.csv
6469920170608,2,2.csv
5575520170711,4,105.csv
2175820170609,4,21.csv
0179520170504,3,164.csv
0179520170504,1,75.csv
0179520170504,2,151.csv
1869920170609,5,163.csv
6469920170608,5,33.csv
6469920170608,5,93.csv
0179520170504,5,170.csv
0179520170504,4,5.csv
6469920170608,3,68.csv
2175820170609,2,5.csv
0179520170504,3,136.csv
6469920170608,5,179.csv
1869920170609,3,207.csv
1869920170609,3,118.csv
2175820170609,5,131.csv
6469920170608,1,197.csv
1869920170609,1,14.csv
0179520170504,5,59.csv
0179520170504,4,80.csv
6469920170608,4,179.csv
2175820170609,2,87.csv
5575520170713,5,49.csv
0179520170504,1,53.csv
5575520170713,3,57.csv
5575520170711,3,205.csv
0179520170504,4,15.csv
2175820170609,1,33.csv
1869920170609,5,203.csv
2175820170609,5,68.csv
0179520170504,4,41.csv
0179520170504,1,138.csv
0179520170504,4,169.csv
5575520170711,4,18.csv
2175820170609,2,12.csv
5575520170713,5,174.csv
6469920170608,2,45.csv
5575520170711,4,177.csv
2175820170609,5,147.csv
0179520170504,5,57.csv
1869920170609,1,136.csv
2175820170609,5,174.csv
0179520170504,4,203.csv
0179520170504,1,38.csv
6469920170608,5,13.csv
1869920170609,1,137.csv
0179520170504,3,205.csv
2175820170609,2,190.csv
5575520170713,3,167.csv
2175820170609,3,109.csv
2175820170609,3,185.csv
6469920170608,2,94.csv
6469920170608,4,106.csv
1869920170609,4,6.csv
5575520170713,2,11.csv
6469920170608,4,59.csv
0179520170504,4,204.csv
5575520170713,5,191.csv
6469920170608,5,66.csv
5575520170711,4,107.csv
1869920170609,5,87.csv
5575520170713,2,193.csv
1869920170609,3,187.csv
6469920170608,4,31.csv
0179520170504,4,13.csv
6469920170608,1,200.csv
0179520170504,5,40.csv
1869920170609,5,151.csv
5575520170713,5,110.csv
5575520170713,5,181.csv
5575520170713,3,27.csv
2175820170609,2,136.csv
2175820170609,1,13.csv
1869920170609,4,205.csv
5575520170711,3,108.csv
5575520170713,5,198.csv
6469920170608,2,164.csv
2175820170609,5,148.csv
2175820170609,4,102.csv
6469920170608,1,209.csv
2175820170609,2,37.csv
2175820170609,4,35.csv
5575520170713,5,188.csv
0179520170504,1,57.csv
2175820170609,1,111.csv
0179520170504,4,151.csv
5575520170711,3,10.csv
6469920170608,3,206.csv
0179520170504,4,190.csv
0179520170504,2,131.csv
5575520170711,4,28.csv
0179520170504,5,9.csv
6469920170608,3,175.csv
0179520170504,3,29.csv
5575520170713,5,100.csv
6469920170608,4,136.csv
5575520170713,2,167.csv
1869920170609,1,51.csv
0179520170504,4,1.csv
6469920170608,1,96.csv
0179520170504,1,34.csv
5575520170713,5,101.csv
2175820170609,4,171.csv
2175820170609,1,34.csv
0179520170504,5,144.csv
2175820170609,4,174.csv
5575520170713,2,14.csv
1869920170609,3,9.csv
6469920170608,1,56.csv
0179520170504,1,166.csv
5575520170713,5,2.csv
5575520170713,2,23.csv
0179520170504,3,208.csv
5575520170713,3,128.csv
0179520170504,3,171.csv
0179520170504,2,47.csv
6469920170608,2,72.csv
5575520170711,3,181.csv
6469920170608,4,160.csv
2175820170609,1,10.csv
1869920170609,3,160.csv
0179520170504,3,189.csv
5575520170711,5,49.csv
6469920170608,5,168.csv
0179520170504,1,126.csv
1869920170609,5,124.csv
2175820170609,4,62.csv
5575520170713,2,75.csv
2175820170609,1,206.csv
2175820170609,2,72.csv
1869920170609,3,151.csv
5575520170711,3,76.csv
6469920170608,5,77.csv
6469920170608,5,47.csv
1869920170609,4,168.csv
2175820170609,5,199.csv
2175820170609,1,126.csv
0179520170504,4,35.csv
2175820170609,5,192.csv
5575520170711,5,109.csv
2175820170609,1,58.csv
5575520170713,3,52.csv
2175820170609,2,111.csv
5575520170711,4,16.csv
6469920170608,3,2.csv
2175820170609,5,25.csv
1869920170609,4,210.csv
5575520170711,3,185.csv
0179520170504,3,83.csv
5575520170711,3,46.csv
0179520170504,5,63.csv
6469920170608,1,176.csv
0179520170504,5,107.csv
2175820170609,4,206.csv
2175820170609,5,91.csv
6469920170608,3,202.csv
5575520170711,4,168.csv
2175820170609,5,47.csv
1869920170609,3,106.csv
6469920170608,3,143.csv
1869920170609,1,27.csv
2175820170609,1,205.csv
0179520170504,1,39.csv
5575520170711,5,66.csv
6469920170608,4,98.csv
0179520170504,1,114.csv
5575520170713,5,204.csv
6469920170608,5,157.csv
6469920170608,1,123.csv
6469920170608,1,57.csv
6469920170608,4,12.csv
5575520170711,5,209.csv
1869920170609,1,37.csv
1869920170609,3,82.csv
1869920170609,1,75.csv
6469920170608,5,102.csv
2175820170609,5,152.csv
6469920170608,4,115.csv
2175820170609,5,82.csv
2175820170609,1,135.csv
0179520170504,2,153.csv
5575520170713,3,70.csv
0179520170504,1,46.csv
2175820170609,4,46.csv
1869920170609,2,171.csv
0179520170504,4,27.csv
5575520170713,5,138.csv
0179520170504,5,21.csv
0179520170504,3,149.csv
2175820170609,3,202.csv
2175820170609,2,143.csv
6469920170608,1,103.csv
5575520170711,3,187.csv
0179520170504,2,72.csv
0179520170504,5,149.csv
2175820170609,3,201.csv
6469920170608,5,171.csv
5575520170711,4,136.csv
5575520170713,3,186.csv
1869920170609,5,68.csv
0179520170504,3,99.csv
1869920170609,3,15.csv
0179520170504,5,181.csv
5575520170713,5,163.csv
6469920170608,1,150.csv
0179520170504,4,56.csv
2175820170609,2,16.csv
5575520170713,2,152.csv
5575520170713,5,202.csv
0179520170504,2,88.csv
5575520170711,3,131.csv
6469920170608,3,17.csv
0179520170504,3,173.csv
2175820170609,5,75.csv
6469920170608,2,21.csv
5575520170711,5,71.csv
6469920170608,3,44.csv
6469920170608,1,27.csv
0179520170504,2,29.csv
5575520170713,5,134.csv
1869920170609,3,188.csv
5575520170713,3,11.csv
6469920170608,5,106.csv
6469920170608,2,98.csv
1869920170609,4,92.csv
2175820170609,5,200.csv
5575520170713,2,194.csv
5575520170713,2,73.csv
5575520170711,3,134.csv
6469920170608,2,201.csv
5575520170713,5,91.csv
5575520170711,5,184.csv
5575520170711,4,63.csv
5575520170713,5,112.csv
6469920170608,5,210.csv
2175820170609,4,199.csv
5575520170713,2,12.csv
2175820170609,1,153.csv
2175820170609,5,109.csv
0179520170504,4,125.csv
0179520170504,1,69.csv
5575520170713,3,71.csv
6469920170608,4,137.csv
1869920170609,4,23.csv
5575520170711,3,130.csv
0179520170504,5,44.csv
5575520170713,3,95.csv
0179520170504,5,23.csv
6469920170608,5,188.csv
5575520170711,5,2.csv
6469920170608,2,69.csv
5575520170711,4,183.csv
6469920170608,3,174.csv
2175820170609,1,140.csv
0179520170504,3,176.csv
5575520170713,2,21.csv
5575520170713,2,68.csv
6469920170608,4,21.csv
5575520170711,4,84.csv
2175820170609,1,26.csv
5575520170711,4,30.csv
2175820170609,2,65.csv
1869920170609,2,145.csv
6469920170608,4,104.csv
6469920170608,1,112.csv
5575520170711,4,104.csv
0179520170504,5,39.csv
5575520170713,3,191.csv
2175820170609,4,82.csv
6469920170608,1,136.csv
1869920170609,5,150.csv
1869920170609,2,76.csv
1869920170609,5,198.csv
1869920170609,3,180.csv
5575520170713,2,202.csv
5575520170711,5,52.csv
0179520170504,4,47.csv
2175820170609,1,128.csv
0179520170504,3,186.csv
5575520170711,3,167.csv
1869920170609,3,45.csv
0179520170504,1,210.csv
6469920170608,2,26.csv
0179520170504,2,56.csv
5575520170713,5,126.csv
6469920170608,3,151.csv
5575520170713,5,70.csv
1869920170609,4,156.csv
2175820170609,1,29.csv
1869920170609,4,78.csv
1869920170609,5,202.csv
0179520170504,2,104.csv
0179520170504,3,15.csv
0179520170504,3,26.csv
5575520170713,5,17.csv
1869920170609,5,144.csv
0179520170504,1,179.csv
5575520170713,5,54.csv
0179520170504,1,140.csv
5575520170711,4,4.csv
2175820170609,5,98.csv
1869920170609,4,104.csv
5575520170711,5,171.csv
5575520170711,5,162.csv
5575520170713,3,192.csv
1869920170609,4,75.csv
2175820170609,2,137.csv
0179520170504,4,115.csv
0179520170504,3,5.csv
1869920170609,2,203.csv
5575520170713,2,89.csv
1869920170609,2,89.csv
6469920170608,2,34.csv
0179520170504,4,26.csv
2175820170609,1,21.csv
1869920170609,4,45.csv
1869920170609,5,66.csv
5575520170711,4,106.csv
0179520170504,4,38.csv
0179520170504,3,63.csv
6469920170608,5,141.csv
0179520170504,4,93.csv
5575520170713,5,210.csv
6469920170608,5,184.csv
2175820170609,5,117.csv
0179520170504,5,175.csv
1869920170609,1,65.csv
6469920170608,4,51.csv
2175820170609,3,190.csv
1869920170609,1,187.csv
5575520170713,3,125.csv
1869920170609,2,125.csv
0179520170504,2,93.csv
2175820170609,1,83.csv
1869920170609,4,186.csv
5575520170711,3,29.csv
1869920170609,1,193.csv
6469920170608,5,164.csv
2175820170609,5,203.csv
6469920170608,5,105.csv
5575520170713,3,180.csv
2175820170609,3,194.csv
5575520170713,3,103.csv
5575520170711,4,176.csv
2175820170609,3,71.csv
6469920170608,3,135.csv
5575520170713,5,50.csv
0179520170504,5,121.csv
5575520170713,5,166.csv
6469920170608,5,14.csv
0179520170504,4,178.csv
1869920170609,1,20.csv
0179520170504,1,194.csv
2175820170609,1,150.csv
2175820170609,4,152.csv
5575520170711,5,114.csv
0179520170504,3,185.csv
5575520170711,4,143.csv
1869920170609,3,169.csv
0179520170504,3,139.csv
2175820170609,5,136.csv
2175820170609,4,155.csv
1869920170609,3,157.csv
6469920170608,3,76.csv
5575520170711,4,14.csv
0179520170504,5,95.csv
6469920170608,5,58.csv
5575520170713,2,129.csv
5575520170713,2,197.csv
0179520170504,2,110.csv
2175820170609,4,149.csv
0179520170504,5,1.csv
0179520170504,4,59.csv
6469920170608,5,140.csv
5575520170711,5,93.csv
5575520170713,5,63.csv
5575520170711,3,193.csv
0179520170504,5,169.csv
2175820170609,1,123.csv
1869920170609,4,29.csv
6469920170608,1,206.csv
6469920170608,3,200.csv
0179520170504,2,111.csv
0179520170504,5,79.csv
0179520170504,5,17.csv
6469920170608,3,86.csv
0179520170504,2,106.csv
2175820170609,4,22.csv
0179520170504,2,83.csv
0179520170504,1,76.csv
2175820170609,4,63.csv
6469920170608,1,138.csv
6469920170608,4,95.csv
0179520170504,1,55.csv
0179520170504,3,210.csv
5575520170713,2,162.csv
1869920170609,2,79.csv
0179520170504,1,51.csv
0179520170504,2,36.csv
6469920170608,5,8.csv
6469920170608,3,103.csv
2175820170609,1,143.csv
6469920170608,2,119.csv
0179520170504,3,3.csv
2175820170609,2,8.csv
1869920170609,3,128.csv
5575520170711,3,64.csv
0179520170504,5,66.csv
0179520170504,2,133.csv
1869920170609,2,47.csv
5575520170713,2,125.csv
5575520170713,2,77.csv
1869920170609,3,168.csv
2175820170609,2,127.csv
0179520170504,3,45.csv
2175820170609,3,191.csv
6469920170608,1,13.csv
0179520170504,5,52.csv
1869920170609,3,1.csv
6469920170608,1,45.csv
5575520170711,5,10.csv
6469920170608,2,31.csv
5575520170711,3,165.csv
5575520170711,3,177.csv
0179520170504,2,135.csv
6469920170608,5,200.csv
0179520170504,5,198.csv
5575520170713,3,107.csv
6469920170608,3,140.csv
1869920170609,1,55.csv
5575520170711,3,196.csv
5575520170713,3,173.csv
5575520170711,4,116.csv
5575520170711,5,20.csv
5575520170713,5,172.csv
0179520170504,3,127.csv
2175820170609,4,129.csv
1869920170609,4,113.csv
5575520170713,3,206.csv
1869920170609,3,18.csv
1869920170609,4,141.csv
0179520170504,1,139.csv
6469920170608,5,147.csv
6469920170608,5,112.csv
5575520170713,2,57.csv
2175820170609,5,177.csv
6469920170608,2,41.csv
6469920170608,4,139.csv
5575520170711,3,173.csv
1869920170609,5,207.csv
0179520170504,3,60.csv
2175820170609,5,70.csv
0179520170504,4,88.csv
5575520170711,4,62.csv
6469920170608,4,107.csv
5575520170711,4,198.csv
0179520170504,3,157.csv
6469920170608,2,107.csv
