subject,state,file
5575520170713,5,7.csv
0179520170504,3,27.csv
6469920170608,4,47.csv
5575520170713,3,20.csv
2175820170609,2,33.csv
1869920170609,1,18.csv
5575520170713,2,41.csv
6469920170608,3,5.csv
0179520170504,3,50.csv
0179520170504,1,38.csv
5575520170713,2,30.csv
6469920170608,2,32.csv
2175820170609,5,11.csv
1869920170609,3,19.csv
5575520170713,5,46.csv
0179520170504,2,46.csv
1869920170609,4,24.csv
5575520170711,3,43.csv
0179520170504,4,26.csv
0179520170504,5,38.csv
6469920170608,3,15.csv
2175820170609,1,40.csv
1869920170609,1,28.csv
0179520170504,1,45.csv
6469920170608,5,35.csv
0179520170504,5,24.csv
6469920170608,4,20.csv
2175820170609,5,8.csv
2175820170609,1,26.csv
2175820170609,2,45.csv
0179520170504,5,6.csv
1869920170609,2,36.csv
2175820170609,1,41.csv
1869920170609,3,1.csv
0179520170504,5,31.csv
1869920170609,2,45.csv
0179520170504,4,18.csv
0179520170504,2,8.csv
5575520170711,4,22.csv
0179520170504,2,2.csv
0179520170504,1,10.csv
1869920170609,1,12.csv
5575520170713,2,20.csv
1869920170609,3,20.csv
2175820170609,4,37.csv
2175820170609,1,34.csv
2175820170609,4,23.csv
1869920170609,1,9.csv
6469920170608,1,4.csv
1869920170609,3,44.csv
0179520170504,4,4.csv
6469920170608,4,35.csv
2175820170609,5,34.csv
1869920170609,5,12.csv
2175820170609,3,13.csv
5575520170711,3,7.csv
5575520170711,5,21.csv
5575520170713,3,13.csv
1869920170609,1,42.csv
5575520170711,5,18.csv
1869920170609,4,12.csv
0179520170504,4,45.csv
0179520170504,1,48.csv
5575520170713,2,38.csv
1869920170609,1,8.csv
1869920170609,1,25.csv
1869920170609,5,29.csv
1869920170609,2,48.csv
2175820170609,4,16.csv
5575520170713,2,44.csv
5575520170713,5,22.csv
2175820170609,5,48.csv
1869920170609,3,26.csv
2175820170609,4,39.csv
0179520170504,4,15.csv
1869920170609,4,51.csv
0179520170504,2,34.csv
5575520170713,3,33.csv
5575520170711,4,41.csv
5575520170711,3,6.csv
0179520170504,2,44.csv
1869920170609,2,4.csv
2175820170609,5,33.csv
2175820170609,3,18.csv
5575520170711,3,12.csv
1869920170609,2,34.csv
0179520170504,3,37.csv
6469920170608,3,22.csv
5575520170711,5,52.csv
2175820170609,5,7.csv
5575520170711,3,28.csv
6469920170608,3,35.csv
6469920170608,1,3.csv
6469920170608,5,31.csv
0179520170504,4,46.csv
5575520170713,5,12.csv
5575520170713,2,12.csv
1869920170609,3,48.csv
1869920170609,5,21.csv
6469920170608,5,2.csv
2175820170609,3,3.csv
0179520170504,1,19.csv
0179520170504,1,15.csv
1869920170609,5,47.csv
6469920170608,2,4.csv
2175820170609,1,3.csv
6469920170608,2,42.csv
0179520170504,1,30.csv
2175820170609,4,25.csv
0179520170504,2,43.csv
5575520170713,2,11.csv
1869920170609,2,29.csv
5575520170713,3,24.csv
1869920170609,1,44.csv
0179520170504,1,46.csv
2175820170609,5,15.csv
1869920170609,3,43.csv
1869920170609,2,21.csv
5575520170713,3,44.csv
2175820170609,3,32.csv
0179520170504,3,32.csv
5575520170713,2,45.csv
0179520170504,3,15.csv
0179520170504,2,51.csv
1869920170609,2,42.csv
2175820170609,4,13.csv
6469920170608,2,8.csv
5575520170711,5,23.csv
1869920170609,4,31.csv
5575520170711,3,34.csv
0179520170504,5,15.csv
2175820170609,2,25.csv
1869920170609,2,24.csv
0179520170504,4,25.csv
5575520170711,5,15.csv
6469920170608,3,23.csv
5575520170711,4,4.csv
0179520170504,5,51.csv
0179520170504,3,6.csv
5575520170713,2,8.csv
2175820170609,4,41.csv
2175820170609,3,6.csv
0179520170504,1,12.csv
1869920170609,4,45.csv
5575520170713,3,39.csv
2175820170609,5,1.csv
6469920170608,5,37.csv
0179520170504,4,13.csv
6469920170608,1,46.csv
2175820170609,3,28.csv
5575520170711,3,35.csv
5575520170713,3,6.csv
6469920170608,1,2.csv
6469920170608,3,3.csv
1869920170609,3,23.csv
5575520170713,3,47.csv
6469920170608,2,14.csv
1869920170609,1,3.csv
6469920170608,4,1.csv
5575520170711,4,37.csv
1869920170609,2,17.csv
2175820170609,3,38.csv
0179520170504,4,29.csv
6469920170608,4,42.csv
1869920170609,5,33.csv
1869920170609,2,23.csv
1869920170609,2,7.csv
0179520170504,4,1.csv
0179520170504,4,34.csv
6469920170608,5,50.csv
0179520170504,4,19.csv
2175820170609,1,42.csv
1869920170609,3,45.csv
5575520170711,3,3.csv
1869920170609,1,37.csv
1869920170609,4,47.csv
0179520170504,5,28.csv
0179520170504,4,36.csv
5575520170711,3,49.csv
5575520170711,4,42.csv
2175820170609,3,35.csv
6469920170608,2,10.csv
0179520170504,5,44.csv
2175820170609,1,52.csv
0179520170504,4,24.csv
1869920170609,4,14.csv
0179520170504,4,38.csv
0179520170504,2,52.csv
2175820170609,1,38.csv
2175820170609,4,11.csv
6469920170608,2,19.csv
2175820170609,4,24.csv
6469920170608,3,13.csv
2175820170609,2,23.csv
6469920170608,4,23.csv
0179520170504,1,17.csv
1869920170609,4,48.csv
2175820170609,4,17.csv
0179520170504,1,16.csv
1869920170609,1,35.csv
5575520170713,3,51.csv
5575520170713,3,43.csv
5575520170711,4,2.csv
0179520170504,4,28.csv
5575520170713,2,15.csv
0179520170504,1,39.csv
5575520170711,4,32.csv
1869920170609,5,23.csv
1869920170609,1,30.csv
6469920170608,3,19.csv
2175820170609,5,40.csv
0179520170504,3,22.csv
5575520170711,5,44.csv
6469920170608,1,40.csv
0179520170504,1,18.csv
1869920170609,2,47.csv
6469920170608,3,36.csv
1869920170609,5,2.csv
1869920170609,4,36.csv
5575520170711,5,1.csv
5575520170713,2,7.csv
1869920170609,2,6.csv
2175820170609,4,43.csv
6469920170608,5,46.csv
5575520170711,4,5.csv
0179520170504,2,15.csv
5575520170713,5,35.csv
6469920170608,5,41.csv
6469920170608,5,9.csv
6469920170608,4,45.csv
1869920170609,3,25.csv
1869920170609,5,32.csv
1869920170609,2,14.csv
5575520170713,2,6.csv
0179520170504,4,22.csv
2175820170609,2,40.csv
6469920170608,1,41.csv
1869920170609,1,11.csv
5575520170711,5,46.csv
1869920170609,3,8.csv
6469920170608,3,43.csv
6469920170608,2,38.csv
2175820170609,1,36.csv
2175820170609,5,46.csv
0179520170504,1,41.csv
0179520170504,4,10.csv
6469920170608,2,28.csv
2175820170609,5,42.csv
0179520170504,5,42.csv
0179520170504,1,40.csv
1869920170609,5,34.csv
6469920170608,4,37.csv
6469920170608,3,29.csv
0179520170504,2,42.csv
2175820170609,2,13.csv
0179520170504,4,30.csv
2175820170609,5,47.csv
2175820170609,4,49.csv
1869920170609,5,41.csv
2175820170609,5,44.csv
5575520170711,5,42.csv
5575520170711,4,48.csv
0179520170504,4,51.csv
5575520170711,4,36.csv
2175820170609,3,7.csv
2175820170609,3,33.csv
0179520170504,3,3.csv
2175820170609,1,21.csv
0179520170504,1,8.csv
2175820170609,4,22.csv
0179520170504,5,11.csv
2175820170609,1,27.csv
2175820170609,2,31.csv
2175820170609,3,47.csv
0179520170504,3,21.csv
2175820170609,5,51.csv
5575520170713,3,27.csv
2175820170609,2,39.csv
2175820170609,3,15.csv
2175820170609,2,15.csv
1869920170609,4,19.csv
2175820170609,4,46.csv
1869920170609,4,13.csv
1869920170609,4,6.csv
0179520170504,1,22.csv
2175820170609,2,37.csv
5575520170711,5,22.csv
5575520170711,4,43.csv
1869920170609,3,32.csv
2175820170609,5,22.csv
1869920170609,2,46.csv
5575520170711,4,39.csv
1869920170609,2,39.csv
0179520170504,2,19.csv
5575520170713,5,1.csv
1869920170609,4,17.csv
0179520170504,2,16.csv
0179520170504,1,31.csv
5575520170713,5,24.csv
2175820170609,5,31.csv
0179520170504,5,33.csv
1869920170609,5,27.csv
0179520170504,1,1.csv
1869920170609,3,14.csv
5575520170713,5,8.csv
1869920170609,4,25.csv
2175820170609,5,12.csv
6469920170608,3,20.csv
5575520170711,5,7.csv
1869920170609,5,20.csv
0179520170504,5,30.csv
0179520170504,5,10.csv
6469920170608,1,23.csv
0179520170504,1,32.csv
6469920170608,5,11.csv
6469920170608,4,25.csv
5575520170713,5,19.csv
6469920170608,4,24.csv
6469920170608,5,13.csv
6469920170608,4,14.csv
1869920170609,2,10.csv
6469920170608,4,15.csv
5575520170713,2,31.csv
2175820170609,2,43.csv
0179520170504,2,3.csv
1869920170609,3,27.csv
2175820170609,2,2.csv
5575520170711,4,20.csv
2175820170609,2,26.csv
2175820170609,3,2.csv
0179520170504,2,11.csv
1869920170609,4,49.csv
6469920170608,1,48.csv
2175820170609,1,44.csv
1869920170609,1,10.csv
1869920170609,1,22.csv
0179520170504,1,4.csv
0179520170504,2,21.csv
1869920170609,5,10.csv
5575520170711,5,14.csv
5575520170713,5,40.csv
6469920170608,3,50.csv
2175820170609,2,12.csv
1869920170609,5,25.csv
6469920170608,2,3.csv
1869920170609,3,12.csv
5575520170713,2,49.csv
6469920170608,2,31.csv
2175820170609,3,24.csv
0179520170504,4,12.csv
1869920170609,2,41.csv
6469920170608,4,28.csv
1869920170609,5,49.csv
1869920170609,1,38.csv
5575520170713,5,39.csv
5575520170711,4,23.csv
6469920170608,2,36.csv
0179520170504,3,34.csv
1869920170609,5,50.csv
2175820170609,4,5.csv
5575520170711,4,45.csv
0179520170504,1,9.csv
0179520170504,5,23.csv
5575520170713,5,28.csv
1869920170609,1,16.csv
6469920170608,1,5.csv
6469920170608,5,30.csv
2175820170609,4,14.csv
5575520170713,2,37.csv
2175820170609,4,44.csv
1869920170609,3,51.csv
2175820170609,3,49.csv
1869920170609,5,52.csv
2175820170609,5,30.csv
6469920170608,4,4.csv
5575520170713,5,42.csv
5575520170713,2,18.csv
0179520170504,1,11.csv
6469920170608,5,3.csv
6469920170608,3,47.csv
6469920170608,1,51.csv
2175820170609,5,17.csv
0179520170504,4,27.csv
2175820170609,2,8.csv
1869920170609,1,40.csv
2175820170609,4,28.csv
1869920170609,5,11.csv
6469920170608,1,21.csv
6469920170608,3,16.csv
1869920170609,5,42.csv
5575520170713,3,11.csv
5575520170711,3,29.csv
5575520170711,5,24.csv
1869920170609,2,49.csv
6469920170608,5,20.csv
0179520170504,5,48.csv
5575520170713,5,38.csv
6469920170608,1,16.csv
2175820170609,5,10.csv
6469920170608,4,5.csv
1869920170609,4,23.csv
2175820170609,4,32.csv
2175820170609,5,16.csv
0179520170504,5,40.csv
5575520170713,3,15.csv
2175820170609,5,35.csv
5575520170711,5,26.csv
2175820170609,1,43.csv
5575520170713,2,23.csv
0179520170504,1,52.csv
6469920170608,4,12.csv
5575520170713,3,46.csv
2175820170609,5,19.csv
2175820170609,3,12.csv
5575520170711,5,17.csv
5575520170713,2,28.csv
2175820170609,3,46.csv
1869920170609,3,10.csv
6469920170608,3,1.csv
1869920170609,1,13.csv
6469920170608,1,38.csv
2175820170609,2,35.csv
1869920170609,5,14.csv
1869920170609,3,4.csv
6469920170608,4,16.csv
0179520170504,1,21.csv
6469920170608,4,18.csv
1869920170609,5,8.csv
5575520170713,2,43.csv
6469920170608,1,17.csv
0179520170504,1,37.csv
6469920170608,5,44.csv
5575520170713,5,14.csv
0179520170504,2,33.csv
1869920170609,1,47.csv
0179520170504,2,6.csv
6469920170608,3,32.csv
5575520170713,2,9.csv
6469920170608,2,17.csv
0179520170504,1,27.csv
6469920170608,3,27.csv
0179520170504,4,49.csv
5575520170713,3,14.csv
6469920170608,5,33.csv
1869920170609,5,48.csv
1869920170609,4,38.csv
2175820170609,2,50.csv
0179520170504,1,47.csv
1869920170609,1,7.csv
5575520170711,3,30.csv
5575520170713,5,52.csv
5575520170713,2,39.csv
2175820170609,1,22.csv
2175820170609,3,5.csv
6469920170608,1,34.csv
1869920170609,2,25.csv
0179520170504,5,35.csv
6469920170608,4,43.csv
5575520170713,2,24.csv
6469920170608,1,7.csv
6469920170608,5,4.csv
1869920170609,1,34.csv
6469920170608,4,13.csv
2175820170609,1,13.csv
5575520170711,5,10.csv
2175820170609,3,52.csv
2175820170609,4,19.csv
5575520170711,3,47.csv
0179520170504,1,23.csv
1869920170609,3,9.csv
6469920170608,5,40.csv
6469920170608,1,26.csv
2175820170609,5,39.csv
0179520170504,4,21.csv
5575520170713,3,49.csv
1869920170609,1,36.csv
5575520170713,2,40.csv
0179520170504,1,51.csv
2175820170609,4,10.csv
1869920170609,3,7.csv
1869920170609,3,16.csv
0179520170504,4,42.csv
2175820170609,4,48.csv
2175820170609,3,25.csv
1869920170609,2,52.csv
5575520170711,5,2.csv
2175820170609,2,5.csv
0179520170504,4,2.csv
0179520170504,3,2.csv
5575520170711,3,25.csv
5575520170711,3,40.csv
5575520170713,5,10.csv
5575520170711,3,13.csv
5575520170711,5,36.csv
1869920170609,2,51.csv
0179520170504,5,18.csv
6469920170608,3,12.csv
0179520170504,5,32.csv
1869920170609,4,40.csv
2175820170609,5,29.csv
1869920170609,4,9.csv
1869920170609,5,45.csv
2175820170609,4,15.csv
0179520170504,3,52.csv
6469920170608,2,11.csv
2175820170609,2,36.csv
0179520170504,2,4.csv
1869920170609,5,17.csv
5575520170711,4,17.csv
0179520170504,1,50.csv
5575520170711,5,45.csv
0179520170504,3,20.csv
6469920170608,1,39.csv
5575520170711,5,6.csv
1869920170609,4,33.csv
0179520170504,4,20.csv
5575520170711,4,13.csv
5575520170711,3,51.csv
1869920170609,5,22.csv
5575520170713,5,50.csv
2175820170609,1,25.csv
1869920170609,5,3.csv
5575520170713,2,52.csv
5575520170713,3,19.csv
0179520170504,5,39.csv
1869920170609,1,48.csv
5575520170713,2,21.csv
5575520170711,5,27.csv
6469920170608,4,46.csv
5575520170711,3,11.csv
6469920170608,5,7.csv
6469920170608,4,27.csv
6469920170608,1,47.csv
5575520170711,5,35.csv
1869920170609,4,37.csv
1869920170609,5,46.csv
2175820170609,3,22.csv
2175820170609,5,13.csv
6469920170608,2,27.csv
0179520170504,3,30.csv
6469920170608,4,49.csv
6469920170608,1,14.csv
1869920170609,4,26.csv
2175820170609,1,19.csv
6469920170608,3,46.csv
1869920170609,1,5.csv
2175820170609,2,9.csv
5575520170711,5,51.csv
6469920170608,1,49.csv
0179520170504,2,24.csv
2175820170609,2,6.csv
0179520170504,5,9.csv
1869920170609,2,33.csv
2175820170609,2,17.csv
0179520170504,5,25.csv
5575520170711,4,47.csv
6469920170608,2,9.csv
0179520170504,5,26.csv
6469920170608,2,52.csv
6469920170608,1,45.csv
6469920170608,2,43.csv
1869920170609,3,41.csv
1869920170609,3,34.csv
6469920170608,3,49.csv
6469920170608,5,15.csv
5575520170713,3,8.csv
6469920170608,2,25.csv
5575520170713,3,1.csv
5575520170713,5,49.csv
0179520170504,5,14.csv
6469920170608,5,24.csv
2175820170609,5,41.csv
6469920170608,5,51.csv
2175820170609,3,42.csv
